analysis_set,family,capacity,horizon,decisions,decision_horizon_units,jaccard_mean,jaccard_median,jaccard_eq_1_fraction,jaccard_below_0_8_fraction,strict_reversal_count,strict_reversal_fraction,ccr_mean,ccr_median,ccr_p95,ccr_max,nonzero_regret_fraction,fraction_lru_optimal_still_mru_optimal,both_tied_fraction
C_discriminative_under_LRU,metacdn,64,4,22514,22514,0.9999616654166333,1.0,0.9980900772852447,0.0,2,4.40642929760812e-08,1.4828345300854163e-05,0.0,0.0,0.016129032258064516,0.0009327529537176868,0.9999851716546992,0.0
C_discriminative_under_LRU,metacdn,64,8,26735,26735,0.9998040657016756,1.0,0.991920703198055,0.0,29,5.380557559349406e-07,9.80420612675097e-05,0.0,0.0,0.03278688524590164,0.005573218627267626,0.9999108927313725,0.0
C_discriminative_under_LRU,metacdn,64,16,28260,28260,0.9991911611655457,1.0,0.9710544939844303,0.0,208,3.650905986362462e-06,0.0004533832767108914,0.0,0.0,0.04918032786885246,0.023814578910120312,0.9996073839254987,0.0
C_discriminative_under_LRU,metacdn,128,4,22351,22351,0.9999943465972395,1.0,0.999418370542705,0.0,0,0.0,2.4744121874479795e-06,0.0,0.0,0.007936507936507936,0.00031318509238960227,0.9999975255878126,0.0
C_discriminative_under_LRU,metacdn,128,8,26170,26170,0.999976067145341,1.0,0.9975544516622087,0.0,7,3.290869210702885e-08,1.752772971370739e-05,0.0,0.0,0.015873015873015872,0.0020252197172334735,0.9999839814435044,0.0
C_discriminative_under_LRU,metacdn,128,16,27448,27448,0.9998827460843968,1.0,0.9881594287379772,0.0,101,4.5271717802252274e-07,0.00010470844693070151,0.0,0.0,0.031746031746031744,0.011002623141941125,0.999912638938289,0.0
C_discriminative_under_LRU,metacdn,256,4,22095,22095,0.9999984012221705,1.0,0.9995926680244399,0.0,1,1.3866148405503862e-09,1.5980790628478656e-06,0.0,0.0,0.00784313725490196,0.00036207286716451686,0.9999985794076367,0.0
C_discriminative_under_LRU,metacdn,256,8,25510,25510,0.9999925950161164,1.0,0.9982359858878871,0.0,4,4.803960000307453e-09,6.937708260195655e-06,0.0,0.0,0.007874015748031496,0.0016464131713053705,0.9999935246823465,0.0
C_discriminative_under_LRU,metacdn,256,16,26559,26559,0.9999678860325744,1.0,0.9929214202341956,0.0,26,2.9992417916750646e-08,3.0006377822864073e-05,0.0,0.0,0.011811023622047244,0.006777363605557438,0.9999732560341137,0.0
C_discriminative_under_LRU,metakv,32,4,4452,4452,0.9999782627597601,1.0,0.9995507637017071,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C_discriminative_under_LRU,metakv,32,8,4886,4886,0.9997953336062219,1.0,0.9979533360622186,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C_discriminative_under_LRU,metakv,32,16,5064,5064,0.9992791197404407,1.0,0.995260663507109,0.001579778830963665,0,0.0,2.5480303725220403e-05,0.0,0.0,0.03225806451612903,0.0007898894154818325,0.9999745196962748,0.0
C_discriminative_under_LRU,metakv,64,4,4488,4488,0.9999964632317574,1.0,0.999777183600713,0.0,0,0.0,3.5367682426505954e-06,0.0,0.0,0.015873015873015872,0.0002228163992869875,0.9999964632317574,0.0
C_discriminative_under_LRU,metakv,64,8,4969,4969,0.9999808335489558,1.0,0.9987925135842222,0.0,0,0.0,1.9166451044092418e-05,0.0,0.0,0.015873015873015872,0.0012074864157778226,0.9999808335489558,0.0
C_discriminative_under_LRU,metakv,64,16,5226,5226,0.9999328834976087,1.0,0.995790279372369,0.0,0,0.0,6.711650239121293e-05,0.0,0.0,0.01639344262295082,0.004209720627631076,0.9999328834976087,0.0
C_discriminative_under_LRU,metakv,128,4,4547,4547,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C_discriminative_under_LRU,metakv,128,8,5094,5094,0.9999891797977549,1.0,0.9986258343148803,0.0,0,0.0,1.0820202245037391e-05,0.0,0.0,0.007874015748031496,0.0013741656851197488,0.9999891797977549,0.0
C_discriminative_under_LRU,metakv,128,16,5455,5455,0.9999234742769895,1.0,0.9932172318973419,0.0,3,6.766168436094892e-08,8.229952007603083e-05,0.0,0.0,0.047244094488188976,0.006782768102658112,0.9999234742769895,0.0
C_discriminative_under_LRU,metakv,256,4,4900,4900,0.999996789266888,1.0,0.9993877551020408,0.0,0,0.0,8.003201280512204e-07,0.0,0.0,0.00392156862745098,0.00020408163265306123,0.9999991996798719,0.0
C_discriminative_under_LRU,metakv,256,8,5664,5664,0.9999833722803592,1.0,0.9984110169491526,0.0,0,0.0,2.0798278829303866e-06,0.0,0.0,0.003937007874015748,0.0005296610169491525,0.9999979201721171,0.0
C_discriminative_under_LRU,metakv,256,16,6266,6266,0.9999310748308421,1.0,0.994893073731248,0.0,0,0.0,1.196553576537721e-05,0.0,0.0,0.00398406374501992,0.003032237472071497,0.9999880344642346,0.0
C_discriminative_under_LRU,twemcache,32,4,17477,17477,0.9989532511069319,1.0,0.9786004463008525,0.0,3,3.4607696382526715e-07,0.00023151779819990758,0.0,0.0,0.06451612903225806,0.006980603078331521,0.9997703279456073,0.0
C_discriminative_under_LRU,twemcache,32,8,23893,23893,0.9958154755315507,1.0,0.9308584104130917,0.0006277989369271335,69,5.822328850533899e-06,0.0015771751177613995,0.0,0.0,0.0967741935483871,0.04415519189720839,0.9984541954310212,0.0
C_discriminative_under_LRU,twemcache,32,16,28663,28663,0.9833958719069875,1.0,0.7834141576248125,0.022921536475595715,1320,9.284758478109916e-05,0.007534387762710018,0.0,0.037037037037037035,0.16666666666666666,0.1740920350277361,0.9927939186219146,0.0
C_discriminative_under_LRU,twemcache,64,4,19603,19603,0.9997754797730374,1.0,0.9897974799775544,0.0,0,0.0,7.637523949214226e-05,0.0,0.0,0.031746031746031744,0.004744171810437178,0.9999236247605079,0.0
C_discriminative_under_LRU,twemcache,64,8,25654,25654,0.9990716841487507,1.0,0.9635924222343494,0.0,22,4.253799958173545e-07,0.00046269355551156277,0.0,0.0,0.06349206349206349,0.026857410150463865,0.99954107007483,0.0
C_discriminative_under_LRU,twemcache,64,16,29732,29732,0.9961700839604991,1.0,0.880364590340374,0.0007399434952240011,668,1.1144531358442296e-05,0.0020887167602575093,0.0,0.016666666666666666,0.08064516129032258,0.10150679402663797,0.9979966963939999,0.0
C_discriminative_under_LRU,twemcache,128,4,19716,19716,0.999964274626962,1.0,0.9966017447758166,0.0,2,1.248037087269143e-08,1.3591321981485933e-05,0.0,0.0,0.015748031496062992,0.0015723270440251573,0.9999868080498864,0.0
C_discriminative_under_LRU,twemcache,128,8,24810,24810,0.9998414879360282,1.0,0.986900443369609,0.0,23,1.1405580046145985e-07,7.564159951268197e-05,0.0,0.0,0.016129032258064516,0.00890769850866586,0.9999253232748072,0.0
C_discriminative_under_LRU,twemcache,128,16,28021,28021,0.999285079622525,1.0,0.9529638485421648,0.0,393,1.7255407713056603e-06,0.00034606055135653327,0.0,0.0,0.031496062992125984,0.037150708397273476,0.9996642625679858,0.0
C_discriminative_under_LRU,twemcache,256,4,19118,19118,0.9999965031812049,1.0,0.9992677058269693,0.0,3,4.807603551934426e-09,1.6418029221766194e-06,0.0,0.0,0.00784313725490196,0.00036614708651532587,0.9999983581970778,0.0
C_discriminative_under_LRU,twemcache,256,8,23616,23616,0.9999785854995806,1.0,0.9961466802168022,0.0,9,1.16757831181253e-08,1.4019000507778294e-05,0.0,0.0,0.007905138339920948,0.0029640921409214093,0.9999864791662386,0.0
C_discriminative_under_LRU,twemcache,256,16,26291,26291,0.9999140775270058,1.0,0.9876763911604731,0.0,159,1.8528483242979593e-07,5.046249437330138e-05,0.0,0.0,0.012096774193548387,0.010117530713932524,0.9999521125503804,0.0
D_discriminative_under_either,cloudphysics,32,4,2601,2601,0.9961966654677894,1.0,0.910803537101115,0.0,0,0.0,0.001841723406630204,0.0,0.03125,0.0625,0.058439061899269514,0.9981582765933698,0.0
D_discriminative_under_either,cloudphysics,32,8,4745,4745,0.99037283112837,1.0,0.824236037934668,0.005057955742887249,0,0.0,0.0046100890502775395,0.0,0.03125,0.125,0.1363540569020021,0.9953899109497224,0.0
D_discriminative_under_either,cloudphysics,32,16,8146,8146,0.976849065234074,1.0,0.666216547999018,0.02909403388165971,110,2.7224919414238535e-05,0.01079673482499276,0.0,0.03333333333333333,0.1935483870967742,0.28836238644733614,0.9892032651750072,0.0
D_discriminative_under_either,cloudphysics,64,4,4430,4430,0.9993651907972932,1.0,0.9699774266365688,0.0,4,4.478841950625246e-07,0.0002967250852135801,0.0,0.0,0.03125,0.01851015801354402,0.9997032749147864,0.0
D_discriminative_under_either,cloudphysics,64,8,7655,7655,0.9982653615927632,1.0,0.9372958850424559,0.0,49,3.1751215617969374e-06,0.0008263475476865869,0.0,0.0,0.0625,0.0472893533638145,0.9991736524523134,0.0
D_discriminative_under_either,cloudphysics,64,16,12277,12277,0.9955901205101281,1.0,0.8733403926040564,0.0019548749694550784,482,1.9474407557815557e-05,0.0021316589358289454,0.0,0.015625,0.11475409836065574,0.1079253889386658,0.9978683410641711,0.0
D_discriminative_under_either,cloudphysics,128,4,6345,6345,0.9999146427889383,1.0,0.9918045705279748,0.0,0,0.0,4.6827590700098655e-05,0.0,0.0,0.015625,0.005673758865248227,0.9999531724092999,0.0
D_discriminative_under_either,cloudphysics,128,8,10630,10630,0.9997866676967997,1.0,0.9832549388523047,0.0,1,1.1573988340827105e-08,0.00011140261959358301,0.0,0.0,0.023622047244094488,0.013358419567262464,0.9998885973804064,0.0
D_discriminative_under_either,cloudphysics,128,16,16468,16468,0.9993768849472915,1.0,0.9576147680349769,0.0,51,3.810181138700873e-07,0.00035499512673795833,0.0,0.0,0.03225806451612903,0.038256011658974985,0.999645004873262,0.0
D_discriminative_under_either,cloudphysics,256,4,8031,8031,0.9999707187222602,1.0,0.9945212302328477,0.0,2,7.629748450245495e-09,1.3147994055265275e-05,0.0,0.0,0.0078125,0.003237454862408168,0.9999868520059447,0.0
D_discriminative_under_either,cloudphysics,256,8,13257,13257,0.9999236328254317,1.0,0.9892132458323905,0.0,38,8.781893990152446e-08,3.455384665185863e-05,0.0,0.0,0.00784313725490196,0.00822207135852757,0.999965446153348,0.0
D_discriminative_under_either,cloudphysics,256,16,20325,20325,0.9998000247848677,1.0,0.9761869618696187,0.0,263,3.9643778790729086e-07,0.00010063493516072852,0.0,0.0,0.01568627450980392,0.02071340713407134,0.9998993650648392,0.0
D_discriminative_under_either,metacdn,32,4,22593,22593,0.9997030650725569,1.0,0.9925198070198734,0.0,4,3.5694755583730615e-07,0.0001403369061404022,0.0,0.0,0.0625,0.004337626698534944,0.9998624294374173,0.0
D_discriminative_under_either,metacdn,32,8,27249,27249,0.9988547851339543,1.0,0.9773202686337114,3.66985944438328e-05,69,5.105248017388031e-06,0.0005690286040671688,0.0,0.0,0.06666666666666667,0.016184080149730266,0.9994727259123263,0.0
D_discriminative_under_either,metacdn,32,16,29014,29014,0.9957137313456822,1.0,0.9310332942717309,0.005376714689460261,521,3.620332342339738e-05,0.0022044479088786572,0.0,0.03225806451612903,0.13333333333333333,0.055972978562073485,0.9981024477781751,0.0
D_discriminative_under_either,metacdn,64,4,22529,22529,0.9999512876821023,1.0,0.9974255404145768,0.0,2,4.403495459467762e-08,2.5221730485304747e-05,0.0,0.0,0.016129032258064516,0.0015979404323316613,0.9999747782695148,0.0
D_discriminative_under_either,metacdn,64,8,26745,26745,0.9997982967483379,1.0,0.9915498223967096,0.0,29,5.378545759925457e-07,0.00010501605937509336,0.0,0.0,0.03278688524590164,0.005945036455412227,0.9999050838352306,0.0
D_discriminative_under_either,metacdn,64,16,28261,28261,0.999190636903801,1.0,0.9710201337532288,0.0,208,3.650776801054569e-06,0.00045392011605568776,0.0,0.0,0.04918032786885246,0.02384912069636602,0.9996068449359398,0.0
D_discriminative_under_either,metacdn,128,4,22357,22357,0.9999922514556917,1.0,0.999150154314085,0.0,0,0.0,4.570406888296721e-06,0.0,0.0,0.007936507936507936,0.0005814733640470546,0.9999954295931117,0.0
D_discriminative_under_either,metacdn,128,8,26178,26178,0.9999736869582694,1.0,0.9972495988998396,0.0,7,3.2898635206698176e-08,1.9909874192364675e-05,0.0,0.0,0.015873015873015872,0.0023302009320803727,0.9999815988378222,0.0
D_discriminative_under_either,metacdn,128,16,27453,27453,0.9998813445534012,1.0,0.9879794557971806,0.0,101,4.5263472488843495e-07,0.00010611226282569829,0.0,0.0,0.031746031746031744,0.011182748697774378,0.9999112319629241,0.0
D_discriminative_under_either,metacdn,256,4,22097,22097,0.9999980478120948,1.0,0.9995021948680817,0.0,1,1.3864893380079098e-09,1.951489201865574e-06,0.0,0.0,0.00784313725490196,0.0004525501199257818,0.9999982259814334,0.0
D_discriminative_under_either,metacdn,256,8,25512,25512,0.9999922893681847,1.0,0.9981577296958294,0.0,4,4.803583396356348e-09,7.243392823674787e-06,0.0,0.0,0.007874015748031496,0.001724678582627783,0.9999932189615341,0.0
D_discriminative_under_either,metacdn,256,16,26564,26564,0.9999671568246176,1.0,0.9927345279325402,0.0,26,2.998677260393692e-08,3.073598247995208e-05,0.0,0.0,0.011811023622047244,0.006964312603523566,0.9999725258153902,0.0
D_discriminative_under_either,metakv,32,4,4452,4452,0.9999782627597601,1.0,0.9995507637017071,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D_discriminative_under_either,metakv,32,8,4888,4888,0.9997826309328969,1.0,0.997545008183306,0.0,0,0.0,1.2786415711947627e-05,0.0,0.0,0.03125,0.0004091653027823241,0.9999872135842881,0.0
D_discriminative_under_either,metakv,32,16,5085,5085,0.9991530407798607,1.0,0.9911504424778761,0.0015732546705998034,0,0.0,0.00015443112252989502,0.0,0.0,0.03225806451612903,0.004916420845624385,0.9998455688774701,0.0
D_discriminative_under_either,metakv,64,4,4493,4493,0.9999790790082633,1.0,0.9986645893612286,0.0,0,0.0,2.092099173670507e-05,0.0,0.0,0.015873015873015872,0.0013354106387714222,0.9999790790082633,0.0
D_discriminative_under_either,metakv,64,8,4985,4985,0.9999307446147967,1.0,0.9955867602808425,0.0,0,0.0,6.925538520322873e-05,0.0,0.0,0.015873015873015872,0.0044132397191574725,0.9999307446147967,0.0
D_discriminative_under_either,metakv,64,16,5275,5275,0.9997883647693845,1.0,0.9865402843601896,0.0,0,0.0,0.00021163523061544618,0.0,0.0,0.01639344262295082,0.013459715639810426,0.9997883647693845,0.0
D_discriminative_under_either,metakv,128,4,4548,4548,0.9999982822119613,1.0,0.9997801231310466,0.0,0,0.0,1.717788038698329e-06,0.0,0.0,0.0078125,0.00021987686895338611,0.9999982822119613,0.0
D_discriminative_under_either,metakv,128,8,5107,5107,0.9999693204209446,1.0,0.996083806540043,0.0,0,0.0,3.067957905545731e-05,0.0,0.0,0.007874015748031496,0.003916193459956922,0.9999693204209446,0.0
D_discriminative_under_either,metakv,128,16,5543,5543,0.9997527380806381,1.0,0.9774490348186903,0.0,3,6.658749561410362e-08,0.00027267614685454596,0.0,0.0,0.047244094488188976,0.02255096518130976,0.9997527380806381,0.0
D_discriminative_under_either,metakv,256,4,4900,4900,0.999996789266888,1.0,0.9993877551020408,0.0,0,0.0,8.003201280512204e-07,0.0,0.0,0.00392156862745098,0.00020408163265306123,0.9999991996798719,0.0
D_discriminative_under_either,metakv,256,8,5666,5666,0.9999819993109698,1.0,0.9980585951288387,0.0,0,0.0,3.457932426565074e-06,0.0,0.0,0.003937007874015748,0.0008824567596187787,0.9999965420675735,0.0
D_discriminative_under_either,metakv,256,16,6274,6274,0.9999261818441276,1.0,0.9936244819891616,0.0,0,0.0,1.6931151913588396e-05,0.0,0.0,0.00398406374501992,0.004303474657315907,0.9999830688480863,0.0
D_discriminative_under_either,twemcache,32,4,17773,17773,0.9984361655092471,1.0,0.9623023687616047,0.0,3,3.4031323337501794e-07,0.0007709720676948059,0.0,0.0,0.06451612903225806,0.02351882068305857,0.9992396343614122,0.0
D_discriminative_under_either,twemcache,32,8,24647,24647,0.9949164870724769,1.0,0.9023816285957723,0.0006085933379315941,69,5.644212408236558e-06,0.00259776829182753,0.0,0.03125,0.0967741935483871,0.07339635655455025,0.9974744833624128,0.0
D_discriminative_under_either,twemcache,32,16,30068,30068,0.9823893217530258,1.0,0.7468072369296261,0.021850472262870825,1320,8.850905689040325e-05,0.009058281443480018,0.0,0.0625,0.16666666666666666,0.21268458161500597,0.9913482220121038,0.0
D_discriminative_under_either,twemcache,64,4,19713,19713,0.9996847882103613,1.0,0.9842743367321057,0.0,0,0.0,0.00016947871048366382,0.0,0.0,0.031746031746031744,0.010297773043169482,0.9998321065378297,0.0
D_discriminative_under_either,twemcache,64,8,25886,25886,0.9989303092463899,1.0,0.954956347060187,0.0,22,4.2156758142232914e-07,0.0006136740119405714,0.0,0.0,0.06349206349206349,0.0355790774936259,0.9993954883604916,0.0
D_discriminative_under_either,twemcache,64,16,30088,30088,0.9959910574419556,1.0,0.8699481520872109,0.0007311885136931667,668,1.1012669713813027e-05,0.0022940574885660816,0.0,0.016666666666666666,0.08064516129032258,0.11213772932730656,0.9977960574709653,0.0
D_discriminative_under_either,twemcache,128,4,19749,19749,0.9999512798645593,1.0,0.9949364524786065,0.0,2,1.245951653886193e-08,2.6623069734517022e-05,0.0,0.0,0.015748031496062992,0.0032406704136918327,0.9999737756347947,0.0
D_discriminative_under_either,twemcache,128,8,24876,24876,0.9998205525684539,1.0,0.9842820389130085,0.0,23,1.1375319221132091e-07,9.711089338758804e-05,0.0,0.0,0.016129032258064516,0.01153722463418556,0.999904165478693,0.0
D_discriminative_under_either,twemcache,128,16,28107,28107,0.9992597494788762,1.0,0.9500480307396734,0.0,393,1.7202610720730033e-06,0.00037335317570574654,0.0,0.0,0.031496062992125984,0.040096773045860463,0.9996377722246249,0.0
D_discriminative_under_either,twemcache,256,4,19128,19128,0.9999942586296673,1.0,0.998745294855709,0.0,3,4.8050901665559576e-09,3.887324250636377e-06,0.0,0.0,0.00784313725490196,0.0008887494772061899,0.9999961126757493,0.0
D_discriminative_under_either,twemcache,256,8,23622,23622,0.9999775987493903,1.0,0.9958936584539836,0.0,9,1.1672817463281985e-08,1.5007629158906621e-05,0.0,0.0,0.007905138339920948,0.0032173397680128695,0.9999854904110529,0.0
D_discriminative_under_either,twemcache,256,16,26297,26297,0.9999132058699665,1.0,0.9874510400425904,0.0,159,1.852425573035618e-07,5.134224206443574e-05,0.0,0.0,0.012096774193548387,0.01034338517701639,0.9999512322151596,0.0
