family,capacity,policy,seed,scored_requests,misses,miss_ratio,evictions,wallclock_seconds
alibaba-block,32,random,16,9482,9291,0.9798565703438094,9259,0.031020671000078437
alibaba-block,32,random,17,9482,9301,0.9809112001687408,9269,0.028765193999788607
alibaba-block,32,random,18,9482,9301,0.9809112001687408,9269,0.028157549999377807
alibaba-block,32,random,19,9482,9303,0.9811221261337271,9271,0.028570897999998124
metacdn,128,learned,-1,9449,5324,0.5634458672875436,5196,763.0636459340003
metacdn,128,lru,-1,9449,5015,0.530743994073447,4887,0.018792415000461915
metacdn,128,mru,-1,9449,7852,0.8309874060747169,7724,0.018286022000211233
metacdn,128,sieve,-1,9449,5007,0.529897343634247,4879,0.05174068599990278
metacdn,128,lfu,-1,9449,5659,0.5988993544290401,5531,0.12235050100025546
metacdn,128,random,0,9449,5178,0.5479944967721452,5050,0.022190824000063003
metacdn,128,random,1,9449,5141,0.5440787384908455,5013,0.021203084000262606
metacdn,128,random,2,9449,5168,0.5469361837231453,5040,0.02116211700013082
metacdn,128,random,3,9449,5174,0.5475711715525452,5046,0.02518295601475984
metacdn,128,random,4,9449,5167,0.5468303524182453,5039,0.052057671011425555
metacdn,128,random,5,9449,5135,0.5434437506614457,5007,0.052500103949569166
metacdn,128,random,6,9449,5163,0.5464070271986453,5035,0.051790858968161047
metacdn,128,random,7,9449,5138,0.5437612445761456,5010,0.05226166604552418
metacdn,128,random,8,9449,5137,0.5436554132712457,5009,0.02833004097919911
metacdn,128,random,9,9449,5178,0.5479944967721452,5050,0.024276023032143712
metacdn,128,random,10,9449,5170,0.5471478463329453,5042,0.0299625089392066
metacdn,128,random,11,9449,5157,0.5457720393692455,5029,0.02760571602266282
metacdn,128,random,12,9449,5160,0.5460895332839454,5032,0.01964242599933641
metacdn,128,random,13,9449,5161,0.5461953645888454,5033,0.028725063079036772
metacdn,128,random,14,9449,5150,0.5450312202349455,5022,0.028545042034238577
metacdn,128,random,15,9449,5159,0.5459837019790454,5031,0.02047733800009155
metacdn,128,random,16,9449,5172,0.5473595089427452,5044,0.03325559000950307
metacdn,128,random,17,9449,5152,0.5452428828447454,5024,0.032735905959270895
metacdn,128,random,18,9449,5154,0.5454545454545454,5026,0.033303268952295184
metacdn,128,random,19,9449,5172,0.5473595089427452,5044,0.021488892999514064
metacdn,32,learned,-1,9479,6665,0.7031332419031543,6633,195.5445287829998
metacdn,32,lru,-1,9479,5343,0.5636670534866547,5311,0.017812830999901053
metacdn,32,mru,-1,9479,7966,0.840384006751767,7934,0.02082640599928709
metacdn,32,sieve,-1,9479,5354,0.564827513450786,5322,0.03098770799988415
metacdn,32,lfu,-1,9479,6051,0.6383584766325562,6019,0.05190051699992182
metacdn,32,random,0,9479,5641,0.5951049688785737,5609,0.019894680999641423
metacdn,32,random,1,9479,5617,0.5925730562295601,5585,0.019712317000085022
metacdn,32,random,2,9479,5605,0.5913070999050533,5573,0.02059163299963984
metacdn,32,random,3,9479,5641,0.5951049688785737,5609,0.02036575200054358
metacdn,32,random,4,9479,5639,0.5948939761578226,5607,0.01960893700015731
metacdn,32,random,5,9479,5596,0.5903576326616732,5564,0.02054478799982462
metacdn,32,random,6,9479,5618,0.5926785525899356,5586,0.019425640999543248
metacdn,32,random,7,9479,5631,0.594050005274818,5599,0.020263218000764027
metacdn,32,random,8,9479,5606,0.5914125962654289,5574,0.019766933000028075
metacdn,32,random,9,9479,5645,0.595526954320076,5613,0.02045771400025842
metacdn,32,random,10,9479,5641,0.5951049688785737,5609,0.019778586000029463
metacdn,32,random,11,9479,5633,0.5942609979955692,5601,0.023052001022733748
metacdn,32,random,12,9479,5613,0.5921510707880578,5581,0.04915183607954532
metacdn,32,random,13,9479,5618,0.5926785525899356,5586,0.04573671193793416
metacdn,32,random,14,9479,5612,0.5920455744276822,5580,0.04607283498626202
metacdn,32,random,15,9479,5652,0.596265428842705,5620,0.045890109962783754
metacdn,32,random,16,9479,5637,0.5946829834370714,5605,0.02565502200741321
metacdn,32,random,17,9479,5629,0.5938390125540669,5597,0.023126540007069707
metacdn,32,random,18,9479,5637,0.5946829834370714,5605,0.021309978000317642
metacdn,32,random,19,9479,5618,0.5926785525899356,5586,0.025917880004271865
metakv,128,learned,-1,9450,7229,0.764973544973545,7101,1105.4676112839952
metakv,128,lru,-1,9450,7237,0.7658201058201058,7109,0.02909848897252232
metakv,128,mru,-1,9450,7761,0.8212698412698413,7633,0.02942615794017911
metakv,128,sieve,-1,9450,7244,0.7665608465608466,7116,0.08879296795930713
metakv,128,lfu,-1,9450,7584,0.8025396825396826,7456,0.1724333839956671
metakv,128,random,0,9450,7248,0.766984126984127,7120,0.03001208699970448
metakv,128,random,1,9450,7250,0.7671957671957672,7122,0.028470310964621603
metakv,128,random,2,9450,7252,0.7674074074074074,7124,0.03309816098771989
metakv,128,random,3,9450,7245,0.7666666666666667,7117,0.028344336999907682
metakv,128,random,4,9450,7243,0.7664550264550265,7115,0.027310292000038316
metakv,128,random,5,9450,7253,0.7675132275132275,7125,0.02896268099993904
metakv,128,random,6,9450,7246,0.7667724867724868,7118,0.03042389100028231
metakv,128,random,7,9450,7243,0.7664550264550265,7115,0.030112475999885646
metakv,128,random,8,9450,7247,0.7668783068783068,7119,0.029834091999873635
metakv,128,random,9,9450,7249,0.767089947089947,7121,0.030225117000554746
metakv,128,random,10,9450,7244,0.7665608465608466,7116,0.028021038999213488
metakv,128,random,11,9450,7248,0.766984126984127,7120,0.028634704000069178
metakv,128,random,12,9450,7248,0.766984126984127,7120,0.030163291000462777
metakv,128,random,13,9450,7246,0.7667724867724868,7118,0.028630836999582243
metakv,128,random,14,9450,7243,0.7664550264550265,7115,0.0258124530000714
metakv,128,random,15,9450,7242,0.7663492063492063,7114,0.038000897038728
metakv,128,random,16,9450,7244,0.7665608465608466,7116,0.060244305059313774
metakv,128,random,17,9450,7247,0.7668783068783068,7119,0.0664596559945494
metakv,128,random,18,9450,7250,0.7671957671957672,7122,0.029715637999288447
metakv,128,random,19,9450,7246,0.7667724867724868,7118,0.02980594899963762
metakv,32,learned,-1,9477,7339,0.7744011818085892,7307,227.49654271300005
metakv,32,lru,-1,9477,7262,0.7662762477577293,7230,0.04692299594171345
metakv,32,mru,-1,9477,7797,0.8227287116176005,7765,0.0462799749802798
metakv,32,sieve,-1,9477,7278,0.7679645457423235,7246,0.059690120979212224
metakv,32,lfu,-1,9477,7729,0.8155534451830748,7697,0.09030655701644719
metakv,32,random,0,9477,7290,0.7692307692307693,7258,0.031039514928124845
metakv,32,random,1,9477,7299,0.7701804368471035,7267,0.027251435909420252
metakv,32,random,2,9477,7290,0.7692307692307693,7258,0.027758746058680117
metakv,32,random,3,9477,7299,0.7701804368471035,7267,0.024671595000654634
metakv,32,random,4,9477,7295,0.769758362350955,7263,0.02196808700045949
metakv,32,random,5,9477,7294,0.7696528437269178,7262,0.02232687200012151
metakv,32,random,6,9477,7294,0.7696528437269178,7262,0.022331399999529822
metakv,32,random,7,9477,7300,0.7702859554711406,7268,0.022997013999884075
metakv,32,random,8,9477,7296,0.769863880974992,7264,0.025177657999847725
metakv,32,random,9,9477,7295,0.769758362350955,7263,0.026724108000053093
metakv,32,random,10,9477,7295,0.769758362350955,7263,0.021418842999992194
metakv,32,random,11,9477,7295,0.769758362350955,7263,0.0248522049996609
metakv,32,random,12,9477,7277,0.7678590271182864,7245,0.025619998999900417
metakv,32,random,13,9477,7301,0.7703914740951778,7269,0.02631359600036376
metakv,32,random,14,9477,7292,0.7694418064788435,7260,0.02569805700022698
metakv,32,random,15,9477,7292,0.7694418064788435,7260,0.021627977000207466
metakv,32,random,16,9477,7290,0.7692307692307693,7258,0.02184080700044433
metakv,32,random,17,9477,7290,0.7692307692307693,7258,0.02278273000047193
metakv,32,random,18,9477,7287,0.7689142133586578,7255,0.022267679999458778
metakv,32,random,19,9477,7287,0.7689142133586578,7255,0.02537492899955396
twemcache,128,learned,-1,9446,3692,0.39085327122591573,3564,557.6520505559993
twemcache,128,lru,-1,9446,929,0.09834850730467923,801,0.017855411977507174
twemcache,128,mru,-1,9446,5157,0.5459453737031548,5029,0.03543956100475043
twemcache,128,sieve,-1,9446,972,0.10290069870844802,844,0.051207148004323244
twemcache,128,lfu,-1,9446,4508,0.47723904298115605,4380,0.2514251950196922
twemcache,128,random,0,9446,1500,0.15879737455007412,1372,0.014654911999969045
twemcache,128,random,1,9446,1545,0.16356129578657633,1417,0.03661628800909966
twemcache,128,random,2,9446,1542,0.16324370103747618,1414,0.0218197280773893
twemcache,128,random,3,9446,1552,0.16430235020114334,1424,0.014674469999590656
twemcache,128,random,4,9446,1583,0.16758416260851153,1455,0.014590200999919034
twemcache,128,random,5,9446,1563,0.1654668642811772,1435,0.01541902100052539
twemcache,128,random,6,9446,1502,0.15900910438280755,1374,0.02213045593816787
twemcache,128,random,7,9446,1498,0.15858564471734068,1370,0.018769479007460177
twemcache,128,random,8,9446,1558,0.16493753969934363,1430,0.01572121800018067
twemcache,128,random,9,9446,1530,0.1619733220410756,1402,0.014509589000226697
twemcache,128,random,10,9446,1577,0.16694897311031123,1449,0.019698112970218062
twemcache,128,random,11,9446,1516,0.16049121321194157,1388,0.014694853918626904
twemcache,128,random,12,9446,1549,0.1639847554520432,1421,0.014657907999207964
twemcache,128,random,13,9446,1540,0.16303197120474275,1412,0.0146811919994434
twemcache,128,random,14,9446,1560,0.16514926953207706,1432,0.014909000000443484
twemcache,128,random,15,9446,1614,0.17086597501587975,1486,0.01497027599998546
twemcache,128,random,16,9446,1604,0.1698073258522126,1476,0.014877590999276435
twemcache,128,random,17,9446,1573,0.16652551344484437,1445,0.01504991600086214
twemcache,128,random,18,9446,1543,0.1633495659538429,1415,0.015023766000012984
twemcache,128,random,19,9446,1586,0.16790175735761168,1458,0.015490214999772434
twemcache,32,learned,-1,9480,4491,0.4737341772151899,4459,134.12243062000016
twemcache,32,lru,-1,9480,4396,0.4637130801687764,4364,0.016462223999951675
twemcache,32,mru,-1,9480,5925,0.625,5893,0.01734427399969718
twemcache,32,sieve,-1,9480,4329,0.45664556962025316,4297,0.02761976300007518
twemcache,32,lfu,-1,9480,5471,0.5771097046413503,5439,0.044575908000297204
twemcache,32,random,0,9480,4216,0.4447257383966245,4184,0.017400379999344295
twemcache,32,random,1,9480,4208,0.4438818565400844,4176,0.021950587048195302
twemcache,32,random,2,9480,4224,0.44556962025316454,4192,0.04321354709099978
twemcache,32,random,3,9480,4215,0.44462025316455694,4183,0.035352197010070086
twemcache,32,random,4,9480,4241,0.44736286919831225,4209,0.03257326001767069
twemcache,32,random,5,9480,4215,0.44462025316455694,4183,0.03152383293490857
twemcache,32,random,6,9480,4246,0.44789029535864977,4214,0.01929654600098729
twemcache,32,random,7,9480,4251,0.44841772151898734,4219,0.017357038000227476
twemcache,32,random,8,9480,4219,0.445042194092827,4187,0.017144858999927237
twemcache,32,random,9,9480,4249,0.4482067510548523,4217,0.018072455000037735
twemcache,32,random,10,9480,4221,0.445253164556962,4189,0.017305281000517425
twemcache,32,random,11,9480,4208,0.4438818565400844,4176,0.01743471400004637
twemcache,32,random,12,9480,4230,0.4462025316455696,4198,0.01722702400002163
twemcache,32,random,13,9480,4228,0.4459915611814346,4196,0.017184213000291493
twemcache,32,random,14,9480,4227,0.4458860759493671,4195,0.017534091000015906
twemcache,32,random,15,9480,4222,0.44535864978902956,4190,0.01729935999992449
twemcache,32,random,16,9480,4238,0.4470464135021097,4206,0.017052355000487296
twemcache,32,random,17,9480,4246,0.44789029535864977,4214,0.02461975603364408
twemcache,32,random,18,9480,4227,0.4458860759493671,4195,0.026132405968382955
twemcache,32,random,19,9480,4259,0.44926160337552745,4227,0.025905264890752733
wiki2018,128,learned,-1,9463,9463,1.0,9335,1462.4804483669577
wiki2018,128,lru,-1,9463,9463,1.0,9335,0.048004490905441344
wiki2018,128,mru,-1,9463,9463,1.0,9335,0.03911642200000642
wiki2018,128,sieve,-1,9463,9463,1.0,9335,0.2032013980206102
wiki2018,128,lfu,-1,9463,9463,1.0,9335,0.3850473000202328
wiki2018,128,random,0,9463,9463,1.0,9335,0.041990300999714236
wiki2018,128,random,1,9463,9463,1.0,9335,0.043076495999230247
wiki2018,128,random,2,9463,9463,1.0,9335,0.04398925300029077
wiki2018,128,random,3,9463,9463,1.0,9335,0.04324867900049867
wiki2018,128,random,4,9463,9463,1.0,9335,0.04426815799979522
wiki2018,128,random,5,9463,9463,1.0,9335,0.04415203900043707
wiki2018,128,random,6,9463,9463,1.0,9335,0.055456776000028185
wiki2018,128,random,7,9463,9463,1.0,9335,0.04337270300038654
wiki2018,128,random,8,9463,9463,1.0,9335,0.042492947000027925
wiki2018,128,random,9,9463,9463,1.0,9335,0.04476450200036197
wiki2018,128,random,10,9463,9463,1.0,9335,0.04506743199999619
wiki2018,128,random,11,9463,9463,1.0,9335,0.04321263200017711
wiki2018,128,random,12,9463,9463,1.0,9335,0.07383273704908788
wiki2018,128,random,13,9463,9463,1.0,9335,0.04870682710316032
wiki2018,128,random,14,9463,9463,1.0,9335,0.04975299099987751
wiki2018,128,random,15,9463,9463,1.0,9335,0.044056779999664286
wiki2018,128,random,16,9463,9463,1.0,9335,0.04781739899954118
wiki2018,128,random,17,9463,9463,1.0,9335,0.04425098599949706
wiki2018,128,random,18,9463,9463,1.0,9335,0.043423537999842665
wiki2018,128,random,19,9463,9463,1.0,9335,0.04221068500010006
wiki2018,32,learned,-1,9482,9482,1.0,9450,303.54917301600017
wiki2018,32,lru,-1,9482,9482,1.0,9450,0.034669281999413215
wiki2018,32,mru,-1,9482,9482,1.0,9450,0.03628748700066353
wiki2018,32,sieve,-1,9482,9482,1.0,9450,0.1593102830229327
wiki2018,32,lfu,-1,9482,9482,1.0,9450,0.1961452829418704
wiki2018,32,random,0,9482,9482,1.0,9450,0.038951131000430905
wiki2018,32,random,1,9482,9482,1.0,9450,0.041763203000300564
wiki2018,32,random,2,9482,9482,1.0,9450,0.05057930699967983
wiki2018,32,random,3,9482,9482,1.0,9450,0.040590055999928154
wiki2018,32,random,4,9482,9482,1.0,9450,0.038096190999567625
wiki2018,32,random,5,9482,9482,1.0,9450,0.039019789999656496
wiki2018,32,random,6,9482,9482,1.0,9450,0.03866929100058769
wiki2018,32,random,7,9482,9482,1.0,9450,0.040061339999738266
wiki2018,32,random,8,9482,9482,1.0,9450,0.03936060200067004
wiki2018,32,random,9,9482,9482,1.0,9450,0.06868523906450719
wiki2018,32,random,10,9482,9482,1.0,9450,0.08073103392962366
wiki2018,32,random,11,9482,9482,1.0,9450,0.03827539899975818
wiki2018,32,random,12,9482,9482,1.0,9450,0.037893639999310835
wiki2018,32,random,13,9482,9482,1.0,9450,0.03954044999954931
wiki2018,32,random,14,9482,9482,1.0,9450,0.03762546600046335
wiki2018,32,random,15,9482,9482,1.0,9450,0.03763744800016866
wiki2018,32,random,16,9482,9482,1.0,9450,0.040789269999550015
wiki2018,32,random,17,9482,9482,1.0,9450,0.0377048050004305
wiki2018,32,random,18,9482,9482,1.0,9450,0.08681231189984828
wiki2018,32,random,19,9482,9482,1.0,9450,0.04521081002894789
